Original form,Preposition,Variant form,Lemma form,Standard form,Description,Place name or non-name,Real or fictional,Type of place name,Type of locality,Type of non-name,Latitude,Longitude,Language,Work,Source,Page/Folio,Source type,Edition,Edition page,Edition page link,Level of certainty,Notes ,ID link,coordinateSource,mapLocation,year,yearFrom,yearTo,marker
medh monga herre grefua oc første | redh sig vt medh magt aller største | Grefuen aff hwnsten oc greuen aff like | grefuen af oldenborg oc flere slike | ther til tydzke riddara oc swena | som j stridh wæl kunna tiæna ,af,Oldenborg,Oldenborg,County of Oldenburg,Grafschaft Oldenburg,Place name,real,choronym,region,,53.14118,8.21467,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10491),show-as,Oldenburg,,1452,,
medh monga herre grefua oc første | redh sig vt medh magt aller største | Grefuen aff hwnsten oc greuen aff like | grefuen af oldenborg oc flere slike | ther til tydzke riddara oc swena | som j stridh wæl kunna tiæna ,,tydzke,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10493),show-as,Germany,,1452,,
oc landz herra badhe aff wngeren oc aff swaweren. oc beyeren. oc torkeren. ,af,Torkeren,Turkaren,Turkey,,Place name,real,choronym,country,,39,35,Old Swedish,Didrik av Bern,E 9013,40r,Manuscript,Hyltén-Cavallius 1850-1854,10,,Commonly attested and known,"Torkeren is here interpreted as either an inhabitant designation with -are (> -ere through vowel reduction) in definite form and used as a metonym for the region, or as a formation created in analogy with such names.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10495),source,,,1475,1525,
Sampson red tæden oc till rom /,til,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,12,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10497),source,,,1475,1525,🏙️
Ermentrik drog for rom.,for,Rom,Rom,Rome,,Place name,real,settlement name,city,,41.89193,12.51133,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,12,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10499),source,,,1475,1525,🏙️
oc stridde medh romara,mæþ,romara,romare,Roman,,Non-name,real,,,inhabitant designation,41.89193,12.51133,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,12,,Commonly attested and known,The form romara is interpreted as a probable nominative plural form.  ,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10501),show-as,Rome,,1475,1525,
oc wan mæste delen aff rom.,af,Rom,Rom,Roman Empire,,Place name,real,choronym,country,,41.8925,12.48499,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,12,,Commonly attested and known,"The immediate context indicates that Rom denotes a region, rather than a city. ",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10503),source,,,1475,1525,
Swo drogh han till grekin / oc wan mæstedelen aff landit,til,Grekin,Greken,Greece,,Place name,real,choronym,country,,39,22,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,12,,Commonly attested and known,"This is formally the definitive singular of greker 'Greek', but is here used as a metonym for the country.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10505),source,,,1475,1525,
Koning thetmar rader for bern.,for,Bern,Bern,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,12,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10507),source,,,1475,1525,🏙️
En stadh lag østan for bern som kallas venedi /,,Venedi,Venedi,Venice,,Place name,real,settlement name,city,,45.43713,12.33265,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,13,,Commonly attested and known,"Etymologically speaking, Venedi is likely to be a Latin inhabitant designation in the plural; cf., e.g., Lotharingi ‘Lorraine’ and Apuli ‘Puglia’. Venice is called Venetia(e) in Latin, and its inhabitants Veneti (Lewis & Short 1879). Venedi is thus a somewhat altered form, perhaps through sound change (voicing), or analogy with Venedi ‘Wends’ (see Lewis & Short 1879).   Lewis, Charlton T.  & Short, Charles, 1879: A latin dictionary founded on Andrews' edition of Freund's Latin dictionary. ",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10509),source,,,1475,1525,🏙️
En stadh lag østan for bern som kallas venedi /,østan for,Bern,Bern,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,13,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10511),source,,,1475,1525,🏙️
oc ekke fanz hans like i venedi /,i,Venedi,Venedi,Venice,,Place name,real,settlement name,city,,45.43713,12.33265,Old Swedish,Didrik av Bern,E 9013,40v,Manuscript,Hyltén-Cavallius 1850-1854,13,,Commonly attested and known,"Etymologically speaking, Venedi is likely to be a Latin inhabitant designation in the plural; cf., e.g., Lotharingi ‘Lorraine’ and Apuli ‘Puglia’. Venice is called Venetia(e) in Latin, and its inhabitants Veneti (Lewis & Short 1879). Venedi is thus a somewhat altered form, perhaps through sound change (voicing), or analogy with Venedi ‘Wends’ (see Lewis & Short 1879).   Lewis, Charlton T.  & Short, Charles, 1879: A latin dictionary founded on Andrews' edition of Freund's Latin dictionary. ",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10513),source,,,1475,1525,🏙️
at ride till bern. /,til,Bern,Bern,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,41r,Manuscript,Hyltén-Cavallius 1850-1854,13,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10515),source,,,1475,1525,🏙️
tha red han wtaff fenedi,ut af,Fenedi,Venedi,Venice,,Place name,real,settlement name,city,,45.43713,12.33265,Old Swedish,Didrik av Bern,E 9013,41r,Manuscript,Hyltén-Cavallius 1850-1854,13,,Commonly attested and known,"The f in Fenedi is identical with Fenidi/Fenedi/Fænidi the Old West Norse versions of the text (Bertelsen 1905–11 II, p. 403). Etymologically speaking, Venedi is likely to be a Latin inhabitant designation in the plural; cf., e.g., Lotharingi ‘Lorraine’ and Apuli ‘Puglia’. Venice is called Venetia(e) in Latin, and its inhabitants Veneti (Lewis & Short 1879). Venedi is thus a somewhat altered form, perhaps through sound change (voicing), or analogy with Venedi ‘Wends’ (see Lewis & Short 1879).   Bertelsen, Henrik, 1905–1911: Þiðriks saga af Bern. I–II.  Lewis, Charlton T. & Short, Charles, 1879: A latin dictionary founded on Andrews' edition of Freund's Latin dictionary. ",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10517),source,,,1475,1525,🏙️
til asiant the genasta leedh,til,Asiant,Asiant,Asiant,,Place name,fictional,name of another natural feature,forest,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,58r,Manuscript,Klemming 1853,6,,Unknown,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10519),show-as,Normandy,,1400,1430,🌲
væl ær mik thet æwintyr ær mik skedh | thet iak ij dagh a asiant reedh,a,Asiant,Asiant,Asiant,,Place name,fictional,name of another natural feature,forest,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,58v,Manuscript,Klemming 1853,7,,Unknown,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10521),show-as,Normandy,,1400,1430,🌲
sagdhe thæn hertugh aff normandin,af,Normandin,Normandin,Normandy,,Place name,real,choronym,region,,49.19906,0.49988,Old Swedish,Hertig Fredrik av Normandie,D 4,58v,Manuscript,Klemming 1853,7,,Commonly attested and known,"The folio information has been taken from the electronic edition of Stockholm, The National Library of Sweden, D 4 by Maria Arvidsson available at Medieval Nordic Text Archive.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10523),source,,,1400,1430,
the tydzka sworo oc j thet sinne | the swenske vtan we at winne,,the tydzka,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,233,Manuscript,Klemming 1866,302,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10525),show-as,Germany,,1452,,
en mæctog tydzk fræmerst faar | oc ville grant se hulkit huset war,,tydzk,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Karlskrönikan,D 6,234,Manuscript,Klemming 1866,303,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10527),show-as,Germany,,1452,,
garpen fiøl strax død aff hesten nidher | sa ylla gafs aller hæren vidher,,garpen,garper,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,234,Manuscript,Klemming 1866,303,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10529),show-as,Germany,,1452,,
sidan lagde the til waangsø | monge tidzke oc dæner finge ther dø,,tidzke,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,236,Manuscript,Klemming 1866,306,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10531),show-as,Germany,,1452,,
Jac wænte the tydzke sollenære | betalade en deels sollet thære,,tydzke,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Karlskrönikan,D 6,237,Manuscript,Klemming 1866,307,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10533),show-as,Germany,,1452,,
mong en tydzk tha sigia nam | Jadut dat ich to sweden qwam,,tydzk,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,237,Manuscript,Klemming 1866,307,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10535),show-as,Germany,,1452,,
the tydzke sollenære | kunno wæl i stocholm draga oc bære,,tydzke,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Karlskrönikan,D 6,240,Manuscript,Klemming 1866,311,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10537),show-as,Germany,,1452,,
the tydzke sworo oc om godes dodh | wy weren nj jn sulcher nodh,,the tydzke,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,245,Manuscript,Klemming 1866,318,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10539),show-as,Germany,,1452,,
the tidzke ther strax fra konungen røcte | æ huat honom wæl eller ylla tøgte,,the tidzke,thydhisker,German,,Non-name,real,,,inhabitant designation,51.5,10.5,Old Swedish,Karlskrönikan,D 6,245,Manuscript,Klemming 1866,318,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10541),show-as,Germany,,1452,,
at han kunde sa mote staa | alla danska ok Norniske magt | oc alla the suenska forrædare agt | Saa oc the tydzka herre flere | oc the mykla tydzke sold dæner hade mere,,nornisk,nornisker,Norwegian,,Non-name,real,,,adjective,62,10,Old Swedish,Karlskrönikan,D 6,252,Manuscript,Klemming 1866,329,,Commonly attested and known,The verse is included into the main text of the edition although it is written in the margin of the manuscript. The project follows the editor's choice in this case and includes the verse into the database.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10543),show-as,Norway,,1452,,
at han kunde sa mote staa | alla danska ok Norniske magt | oc alla the suenska forrædare agt | Saa oc the tydzka herre flere | oc the mykla tydzke sold dæner hade mere,,tydzka,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Karlskrönikan,D 6,252,Manuscript,Klemming 1866,329,,Commonly attested and known,The verse is included into the main text of the edition although it is written in the margin of the manuscript. The project follows the editor's choice in this case and includes the verse into the database.,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10545),show-as,Germany,,1452,,
at han kunde sa mote staa | alla danska ok Norniske magt | oc alla the suenska forrædare agt | Saa oc the tydzka herre flere | oc the mykla tydzke sold dæner hade mere,,tydzke,þyþisker,German,,Non-name,real,,,adjective,51.5,10.5,Old Swedish,Karlskrönikan,D 6,252,Manuscript,Klemming 1866,329,,Commonly attested and known,The verse is included into the main text of the edition although it is written in the margin of the manuscript. The project follows the editor's choice in this case and includes the verse into the database.  ,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10547),show-as,Germany,,1452,,
Sidan rido the hem till. bern. /,til,Bern,Bern,Verona,,Place name,real,settlement name,city,,45.4299,10.98444,Old Swedish,Didrik av Bern,E 9013,41v,Manuscript,Hyltén-Cavallius 1850-1854,16,,Commonly attested and known,,[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10549),source,,,1475,1525,🏙️
For nordan fiæll ligger et slot som sægard heter /,for nordhan,Fiæll,Fiæl,Alps,,Place name,real,oronym,mountain,,46.41667,10,Old Swedish,Didrik av Bern,E 9013,41v,Manuscript,Hyltén-Cavallius 1850-1854,16,,Educated guess,"Fiæl is formally identical with the appellative fiæl ’mountain(s)’, perhaps in the plural form. It is difficult to rule out an interpretation of Fiæl as an appellative. But if that was the case, perhaps an article would be expected. From the geographical context of the story, one can infer that it is the Alps which Fiæl refers to (see Storm 1877, p. 324). Compare Medieval Latin Montes, Mons ’the Alps’ (DMLBS mons).  Compare Mundiafiæl ’Alps’, which is also attested in Didrik av Bern.    DMBLS = Dictionary of Medieval Latin from British Sources.  Storm, Gustav, 1877: Nye Studier over Thidreks Saga. In: Aarbøger for nordisk oldkyndighed og historie. P. 297–346.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10551),source,,,1475,1525,⛰️
For nordan fiæll ligger et slot som sægard heter /,,Sægard,Sægarþer,Sægarþer,,Place name,real,settlement name,castle,,48,9,Old Swedish,Didrik av Bern,E 9013,41v,Manuscript,Hyltén-Cavallius 1850-1854,16,,Unknown,"In Didrik av Bern an unidentified castle is mentioned called Sægard and Siogard, which is owned by Brunhild.  It is said to be located for nordan fiæll ’north of the Alps’. In the Old West Norse sources of the text it also says that the borg is located j Suava ’in Swabia’ (Bertelsen 1905–11 I p. 38,  II p. 38).  It is tempting, but no more than that, to connect the name with Stuttgart: Brunhild has a famous stud in the story, and Stuttgart, in an etymological sense, means ’stud farm’ (see Paff 1959, p. 179).    Bertelsen, Henrik, 1905–1911: Þiðriks saga af Bern. I–II.  Paff, William J., 1959: The Geographical and Ethnic Names in the Þíðriks Saga. A Study in Germanic Heroic Legend.",[Norse World](https://norseworld.nordiska.uu.se/?type=attestation&id=10553),show-as,Swabia,,1475,1525,🏰
