root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:History books by century,Category:5th-century BC history books,26691443,Gongyang Zhuan,https://en.wikipedia.org/?curid=26691443,Category:5th-century BC history books | Category:Chinese classic texts | Category:Chinese history texts | Category:Chinese literature | Category:Confucian texts | Category:Thirteen Classics | Category:Zhou dynasty texts,Chinese,-500,📜,35.5819,116.9862
Category:History books by century,Category:5th-century BC history books,26691660,Guliang Zhuan,https://en.wikipedia.org/?curid=26691660,Category:5th-century BC history books | Category:Chinese classic texts | Category:Chinese history texts | Category:Chinese literature | Category:Confucian texts | Category:Confucianism stubs | Category:Han dynasty texts | Category:Thirteen Classics,Chinese,-500,📜,35.5819,116.9862
Category:History books by century,Category:5th-century BC history books,1349762,Guoyu (book),https://en.wikipedia.org/?curid=1349762,Category:5th-century BC history books | Category:Chinese classic texts | Category:Chinese history texts | Category:Works of unknown authorship,Chinese,-500,📜,35.5819,116.9862
Category:History books by century,Category:5th-century BC history books,752522,Histories (Herodotus),https://en.wikipedia.org/?curid=752522,Category:5th-century BC history books | Category:Ancient Greek history books | Category:Books about civilizations | Category:Classical ethnography | Category:Cultural depictions of Khufu | Category:Herodotus | Category:History books about the Greco-Persian Wars | Category:Phoenicia in ancient sources | Category:Texts in Ionic Greek,Greek,-500,📚,37.03778,27.42417
Category:History books by century,Category:5th-century BC history books,382350,History of the Peloponnesian War,https://en.wikipedia.org/?curid=382350,Category:5th-century BC history books | Category:Ancient Greek history books | Category:Ancient Greek military books | Category:Books about military history | Category:History books about wars | Category:Peloponnesian War | Category:Phoenicia in ancient sources | Category:Political philosophy in ancient Greece | Category:Unfinished books | Category:Unfinished literature completed by others,Greece,-500,📕,37.9170,23.7170
Category:History books by century,Category:5th-century BC history books,30875467,Spring and Autumn Annals,https://en.wikipedia.org/?curid=30875467,Category:5th-century BC history books | Category:Chinese chronicles | Category:Chinese classic texts | Category:Chinese history texts | Category:Confucian texts | Category:Four Books and Five Classics | Category:Lu (state) | Category:Works of unknown authorship | Category:Zhou dynasty texts,Chinese,-500,📜,35.5819,116.9862
Category:History books by century,Category:4th-century BC history books,206774,Anabasis (Xenophon),https://en.wikipedia.org/?curid=206774,Category:4th-century BC history books | Category:Anabasis (Xenophon) | Category:Ancient Greek military books | Category:Historians of Iran | Category:History books about the Greco-Persian Wars | Category:Military marching | Category:Military withdrawals | Category:Phoenicia in ancient sources | Category:Ten Thousand-ancient mercenaries | Category:Works by Xenophon,Greek,-400,📕,37.9670,23.9170
Category:History books by century,Category:4th-century BC history books,4170507,Bamboo Annals,https://en.wikipedia.org/?curid=4170507,Category:4th-century BC history books | Category:Bamboo and wooden slips | Category:Chinese chronicles | Category:Chinese history texts,Chinese,-400,📜,34.8000,114.3000
Category:History books by century,Category:4th-century BC history books,55848583,Constitution of the Lacedaemonians,https://en.wikipedia.org/?curid=55848583,Category:4th-century BC history books | Category:Ancient Greek constitutions | Category:Ancient Greek law | Category:Sparta | Category:Works by Xenophon,Greek,-400,📕,37.07389,22.42944
Category:History books by century,Category:4th-century BC history books,2237484,Hellenica,https://en.wikipedia.org/?curid=2237484,Category:4th-century BC history books | Category:Ancient Greek history books | Category:Ancient Greek military books | Category:Historiography of Greece | Category:History books about wars | Category:Works by Xenophon,Greece,-400,📕,37.9670,23.9170
Category:History books by century,Category:4th-century BC history books,3861052,Hellenica Oxyrhynchia,https://en.wikipedia.org/?curid=3861052,Category:1906 archaeological discoveries | Category:4th-century BC history books | Category:Ancient Greek history books | Category:Historiography of Greece | Category:Oxyrhynchus papyri | Category:Works of uncertain authorship,Greece,-400,📕,37.98417,23.72806
Category:History books by century,Category:4th-century BC history books,67532549,Persica (Ctesias),https://en.wikipedia.org/?curid=67532549,Category:4th-century BC history books | Category:Ancient Greek history books,Greek,-400,📕,36.68583,27.37500
Category:History books by century,Category:4th-century BC history books,2282952,Zuo Zhuan,https://en.wikipedia.org/?curid=2282952,Category:4th-century BC history books | Category:Ancient Chinese philosophical literature | Category:Chinese classic texts | Category:Chinese history texts | Category:Confucian texts | Category:Thirteen Classics,Chinese,-400,📜,35.5819,116.9862
Category:History books by century,Category:3rd-century BC history books,79686925,Aegyptiaca,https://en.wikipedia.org/?curid=79686925,Category:3rd century BC in Egypt | Category:3rd-century BC history books | Category:Ancient Egyptian King lists | Category:Ancient Egyptian literature | Category:History books about Egypt,Egypt,-300,📕,30.966667,31.250000
Category:History books by century,Category:3rd-century BC history books,37076742,Atthis (Philochorus),https://en.wikipedia.org/?curid=37076742,Category:3rd-century BC history books | Category:Ancient Attica | Category:Ancient Greece stubs | Category:Ancient Greek history books | Category:Classical studies stubs | Category:European history book stubs | Category:Lost books,Greece,-300,📕,37.98417,23.72806
Category:History books by century,Category:3rd-century BC history books,76638672,Babyloniaca (Berossus),https://en.wikipedia.org/?curid=76638672,Category:3rd-century BC history books | Category:Ancient Greek history books | Category:Ancient Near Eastern cosmology | Category:Babylonia | Category:Eusebius,Greek,-300,📕,32.54250,44.42111
Category:History books by century,Category:3rd-century BC history books,16761421,Chunqiu shiyu,https://en.wikipedia.org/?curid=16761421,Category:3rd-century BC history books | Category:Chinese history texts,Chinese,-300,📜,28.2282,112.9388
Category:History books by century,Category:3rd-century BC history books,44398507,Demotic Chronicle,https://en.wikipedia.org/?curid=44398507,Category:3rd-century BC history books | Category:African chronicles | Category:Anti-Iranian sentiment | Category:History books about Egypt | Category:Papyri from ancient Egypt | Category:Papyrology stubs | Category:Prophecy | Category:Xerxes I,Egypt,-300,📜,31.2001,29.9187
Category:History books by century,Category:3rd-century BC history books,8817607,Indica (Megasthenes),https://en.wikipedia.org/?curid=8817607,Category:3rd-century BC history books | Category:Ancient Greek geographical works | Category:Ancient Greek history books | Category:Historiography of India | Category:History books about India | Category:Texts in Ionic Greek | Category:Works about legendary creatures,Greek,-300,📜,37.9838,23.7275
Category:History books by century,Category:3rd-century BC history books,8257071,Lüshi Chunqiu,https://en.wikipedia.org/?curid=8257071,Category:3rd-century BC history books | Category:Ancient Chinese philosophical literature | Category:Chinese chronicles | Category:Chinese classic texts | Category:Encyclopedias in Chinese | Category:Leishu,Chinese,-300,📜,34.3378,108.7026
Category:History books by century,Category:3rd-century BC history books,1934647,Parian Chronicle,https://en.wikipedia.org/?curid=1934647,Category:1627 archaeological discoveries | Category:1897 archaeological discoveries | Category:3rd-century BC history books | Category:3rd-century BC steles | Category:Archaeological discoveries in the Aegean Islands | Category:Chronicles in Koine Greek | Category:Collection of the Ashmolean Museum | Category:Greek artifacts outside Greece | Category:Greek inscriptions | Category:Hellenistic Greece | Category:Historiography of Greece | Category:Marble sculptures in Greece | Category:Paros,Greece,-300,📚,37.0853,25.1502
Category:History books by century,Category:3rd-century BC history books,305373,Zhan Guo Ce,https://en.wikipedia.org/?curid=305373,Category:3rd-century BC history books | Category:Chinese history texts | Category:Han dynasty texts | Category:Warring States period,Chinese,-300,📜,34.3416,108.9398
Category:History books by century,Category:2nd-century BC history books,8420521,Histories (Polybius),https://en.wikipedia.org/?curid=8420521,Category:2nd-century BC history books | Category:Ancient Greek history books | Category:Political philosophy in ancient Greece | Category:Roman-era Greek historiography,Greece,-200,📚,41.9028,12.4964
Category:History books by century,Category:2nd-century BC history books,43401246,List of chapters in Shiji,https://en.wikipedia.org/?curid=43401246,Category:1st-century BC history books | Category:2nd-century BC history books | Category:Chinese chronicles | Category:Chinese history texts | Category:Han dynasty literature | Category:Han dynasty texts | Category:Historiography of China,China,-200,📜,34.3416,108.9398
Category:History books by century,Category:2nd-century BC history books,188168,Shiji,https://en.wikipedia.org/?curid=188168,Category:1st-century BC history books | Category:2nd-century BC history books | Category:Books about civilizations | Category:Chinese chronicles | Category:Chinese history texts | Category:Han dynasty literature | Category:Han dynasty texts | Category:Historiography of China | Category:Twenty-Four Histories,China,-200,📚,34.3416,108.9398
Category:History books by century,Category:1st-century BC history books,15667214,Bibliotheca Historica,https://en.wikipedia.org/?curid=15667214,Category:1st-century BC history books | Category:Ancient Greek history books | Category:Books about civilizations | Category:Gold mining | Category:History of mining | Category:Phoenicia in ancient sources | Category:Roman-era Greek historiography,Greek,-100,📕,37.6167,14.6333
Category:History books by century,Category:1st-century BC history books,4333378,Commentarii de Bello Civili,https://en.wikipedia.org/?curid=4333378,Category:1st-century BC books in Latin | Category:1st-century BC history books | Category:History books about ancient Rome | Category:Military books in Latin | Category:Works about history in Latin | Category:Works by Julius Caesar,Rome,-100,📕,41.9028,12.4964
Category:History books by century,Category:1st-century BC history books,47016,Commentarii de Bello Gallico,https://en.wikipedia.org/?curid=47016,Category:1st-century BC books in Latin | Category:1st-century BC history books | Category:Gallic Wars | Category:History books about France | Category:History books about ancient Rome | Category:Military books in Latin | Category:Sources on Germanic paganism | Category:Works about history in Latin | Category:Works by Julius Caesar,France,-100,📕,44.4184,12.2035
Category:History books by century,Category:1st-century BC history books,53582286,Bellum Catilinae,https://en.wikipedia.org/?curid=53582286,Category:1st-century BC books in Latin | Category:1st-century BC history books | Category:Catiline | Category:History books about ancient Rome | Category:Monographs,Rome,-100,📕,41.9028,12.4964
Category:History books by century,Category:1st-century BC history books,1955144,History of Rome (Livy),https://en.wikipedia.org/?curid=1955144,Category:1st-century BC books in Latin | Category:1st-century BC history books | Category:Cultural depictions of Alexander the Great | Category:Cultural depictions of Brennus | Category:Cultural depictions of Catiline | Category:Cultural depictions of Cato the Younger | Category:Cultural depictions of Cicero | Category:Cultural depictions of Gaius Marius | Category:Cultural depictions of Hannibal | Category:Cultural depictions of Lepidus | Category:Cultural depictions of Lucius Junius Brutus | Category:Cultural depictions of Lucius Tarquinius Superbus | Category:Cultural depictions of Lucretia | Category:Cultural depictions of Marcus Junius Brutus | Category:Cultural depictions of Marcus Licinius Crassus | Category:Cultural depictions of Mark Antony | Category:Cultural depictions of Octavia the Younger | Category:Cultural depictions of Pompey | Category:Cultural depictions of Publius Clodius Pulcher | Category:Cultural depictions of Romulus and Remus | Category:Cultural depictions of Scipio Africanus | Category:Cultural depictions of Servius Tullius | Category:Cultural depictions of Sextus Tarquinius | Category:Cultural depictions of Spartacus | Category:Cultural depictions of Sulla | Category:Cultural depictions of Tanaquil | Category:Cultural depictions of Tiberius | Category:Cultural depictions of Tullia Minor | Category:Cultural depictions of Vercingetorix | Category:Depictions of Augustus in literature | Category:Depictions of Cleopatra in literature | Category:Depictions of Julius Caesar in literature | Category:History books about ancient Rome | Category:Works about history in Latin,Rome,-100,📕,45.4064,11.8768
Category:History books by century,Category:1st-century history books,1663256,Agricola (book),https://en.wikipedia.org/?curid=1663256,Category:1st century in Roman Britain | Category:1st-century books in Latin | Category:1st-century history books | Category:90s in the Roman Empire | Category:98 | Category:Biographies in Latin | Category:History books about ancient Rome | Category:Works about history in Latin | Category:Works by Tacitus,Rome,0,📕,41.9028,12.4964
Category:History books by century,Category:1st-century history books,647512,Germania (book),https://en.wikipedia.org/?curid=647512,Category:1st-century books in Latin | Category:1st-century history books | Category:90s in the Roman Empire | Category:Books about Germany | Category:Classical ethnography | Category:Germania | Category:History books about Germany | Category:History books about ancient Rome | Category:Sources on Germanic paganism | Category:Works about history in Latin | Category:Works by Tacitus,Germany,0,📕,41.9028,12.4964
Category:History books by century,Category:1st-century history books,52425184,Histories of Alexander the Great,https://en.wikipedia.org/?curid=52425184,Category:1st-century books in Latin | Category:1st-century history books | Category:Biographies about royalty | Category:Biographies in Latin | Category:Historiography of Alexander the Great | Category:Military books in Latin | Category:Roman-era Greek historiography | Category:Works based on classical literature,Greek,0,📚,41.9028,12.4964
Category:History books by century,Category:1st-century history books,1314261,The Jewish War,https://en.wikipedia.org/?curid=1314261,Category:1st-century history books | Category:70s | Category:Ancient Greek military books | Category:First Jewish–Roman War | Category:Jews and Judaism in the Roman Empire | Category:Judaism and warfare | Category:Works by Josephus,Greek,0,📕,41.9028,12.4964
Category:History books by century,Category:1st-century history books,1958369,The Life of Flavius Josephus,https://en.wikipedia.org/?curid=1958369,Category:1st-century history books | Category:Ancient Greek biographical works | Category:Ancient Rome stubs | Category:Autobiographies | Category:European history book stubs | Category:Works by Josephus | Category:Writer book stubs,Greek,0,📕,41.9028,12.4964
Category:History books by century,Category:1st-century history books,73370782,Tyrrhenika,https://en.wikipedia.org/?curid=73370782,Category:1st-century history books | Category:Claudius | Category:Etruscology | Category:Library of Alexandria | Category:Lost books | Category:Roman-era Greek historiography | Category:Works by Roman Emperors,Greek,0,📕,41.9028,12.4964
Category:History books by century,Category:2nd-century history books,900110,Anabasis of Alexander,https://en.wikipedia.org/?curid=900110,Category:2nd-century history books | Category:Ancient Greek military books | Category:Historiography of Alexander the Great | Category:Phoenicia in ancient sources | Category:Ptolemy I Soter | Category:Roman-era Greek historiography | Category:Works by Arrian,Greek,100,📕,40.7669,29.9169
Category:History books by century,Category:2nd-century history books,1661325,Annals (Tacitus),https://en.wikipedia.org/?curid=1661325,Category:2nd-century books in Latin | Category:2nd-century history books | Category:Chronicles | Category:History books about ancient Rome | Category:Works about history in Latin | Category:Works by Tacitus,Rome,100,📜,41.9028,12.4964
Category:History books by century,Category:2nd-century history books,1663237,Histories (Tacitus),https://en.wikipedia.org/?curid=1663237,Category:2nd-century books in Latin | Category:2nd-century history books | Category:History books about ancient Rome | Category:Works about history in Latin | Category:Works by Tacitus | Category:Year of the Four Emperors,Rome,100,📚,41.9028,12.4964
Category:History books by century,Category:2nd-century history books,3780061,Indica (Arrian),https://en.wikipedia.org/?curid=3780061,Category:2nd-century history books | Category:Ancient Greece–Ancient India relations | Category:Ancient Greek military books | Category:History books about India | Category:Roman-era Greek historiography | Category:Texts in Ionic Greek | Category:Works by Arrian,Greece,100,📜,40.7669,29.9169
Category:History books by century,Category:3rd-century history books,56461582,Chilieteris,https://en.wikipedia.org/?curid=56461582,Category:3rd-century history books | Category:Ancient Roman studies | Category:Roman historiography | Category:Texts in Ionic Greek,Greek,200,📜,29.3083,47.9158
Category:History books by century,Category:3rd-century history books,59576902,Daladavamsa,https://en.wikipedia.org/?curid=59576902,Category:3rd-century history books | Category:Buddhist text stubs | Category:History books about Sri Lanka | Category:Lost religious texts | Category:Sinhala Buddhist texts | Category:Sri Lankan Buddhist texts | Category:Sri Lankan chronicles | Category:Sri Lankan history stubs | Category:Theravada stubs,Sri Lanka,200,📜,8.3350,80.4100
Category:History books by century,Category:3rd-century history books,36811257,Records of Heroes,https://en.wikipedia.org/?curid=36811257,Category:3rd-century history books | Category:Chinese history texts | Category:History books about the Han dynasty,Chinese,200,📜,34.3416,108.9398
Category:History books by century,Category:3rd-century history books,5608162,Weilüe,https://en.wikipedia.org/?curid=5608162,Category:3rd-century history books | Category:Chinese history texts | Category:Three Kingdoms literature,Chinese,200,📜,34.7473,113.6249
Category:History books by century,Category:4th-century history books,36792732,Annals of the Later Han,https://en.wikipedia.org/?curid=36792732,Category:4th-century history books | Category:Chinese history book stubs | Category:Chinese history texts | Category:History books about the Han dynasty,Chinese,300,📜,32.0617,118.7778
Category:History books by century,Category:4th-century history books,1932547,Chronicon (Eusebius),https://en.wikipedia.org/?curid=1932547,Category:4th-century Christian texts | Category:4th-century history books | Category:Ancient Olympic Games | Category:Chronicles containing universal histories in Greek | Category:Chronicles in Koine Greek | Category:Patristic historical writings | Category:Works by Eusebius of Caesarea,Greek,300,📚,31.7280,34.9553
Category:History books by century,Category:4th-century history books,1932161,Chronicon (Jerome),https://en.wikipedia.org/?curid=1932161,Category:4th-century Christian texts | Category:4th-century books in Latin | Category:4th-century history books | Category:Chronicles | Category:Classical Latin literature | Category:Greek literature (post-classical) | Category:Hellenistic historiography | Category:Patristic historical writings | Category:References on Greek mythology | Category:Works by Jerome,Greek,300,📜,31.7054,35.2024
Category:History books by century,Category:4th-century history books,7433466,Chronograph of 354,https://en.wikipedia.org/?curid=7433466,Category:354 | Category:4th-century history books | Category:4th-century illuminated manuscripts | Category:Culture of ancient Rome | Category:Early Christian art | Category:Late Roman Empire art | Category:Specific calendars,Rome,300,📜,41.9028,12.4964
Category:History books by century,Category:4th-century history books,4741592,Dīpavaṃsa,https://en.wikipedia.org/?curid=4741592,Category:4th-century history books | Category:Anuradhapura period | Category:History of Buddhism in Sri Lanka | Category:Pali Buddhist texts | Category:Sri Lankan Buddhist texts | Category:Sri Lankan chronicles | Category:Texts about the history of Buddhism,Sri Lanka,300,📜,8.3350,80.4100
Category:History books by century,Category:4th-century history books,16893191,Ecclesiastical History (Eusebius),https://en.wikipedia.org/?curid=16893191,Category:4th-century Christian texts | Category:4th-century history books | Category:Ancient Greek history books | Category:History of Christianity texts | Category:Patristic historical writings | Category:Works by Eusebius of Caesarea,Greek,300,📜,31.7280,34.9553
Category:History books by century,Category:4th-century history books,15490230,Enmannsche Kaisergeschichte,https://en.wikipedia.org/?curid=15490230,Category:1884 in Germany | Category:1884 in science | Category:4th-century documents | Category:4th-century history books | Category:Ancient Rome stubs | Category:Classical studies stubs | Category:Hypothetical documents | Category:Roman Empire in late antiquity,Germany,300,📕,41.9028,12.4964
Category:History books by century,Category:4th-century history books,53552374,On Weights and Measures,https://en.wikipedia.org/?curid=53552374,Category:4th-century books | Category:4th-century history books | Category:Christian apologetic works | Category:Chronicles containing universal histories in Greek | Category:Chronicles in Koine Greek | Category:History of the Levant | Category:Holy Land during Byzantine rule | Category:Human-based units of measurement | Category:Obsolete units of measurement | Category:Regnal lists | Category:Texts in Syriac | Category:Textual scholarship | Category:Treatises | Category:Units of volume | Category:Works by Epiphanius of Salamis,Greek,300,📚,35.1667,33.3667
Category:History books by century,Category:4th-century history books,32036020,Onomasticon (Eusebius),https://en.wikipedia.org/?curid=32036020,Category:4th-century Christian texts | Category:4th-century history books | Category:Ancient Greek geographical works | Category:Ancient Jewish history | Category:Ancient sites in Israel | Category:Geography of Israel | Category:Geography of Palestine (region) | Category:Greek-language books | Category:Historical geography | Category:History of the Levant | Category:Holy Land during Byzantine rule | Category:Land of Israel | Category:New Testament places | Category:Old Testament places | Category:Oral tradition | Category:Textual scholarship | Category:Toponymy | Category:Works by Eusebius of Caesarea,Greek,300,📜,31.7280,34.9553
Category:History books by century,Category:5th-century history books,39115898,Annotated Records of the Three Kingdoms,https://en.wikipedia.org/?curid=39115898,Category:5th-century history books | Category:Chinese history texts | Category:History books about the Three Kingdoms,Chinese,400,📜,32.0617,118.7778
Category:History books by century,Category:5th-century history books,4398873,Book of Song,https://en.wikipedia.org/?curid=4398873,Category:5th-century Chinese books | Category:5th-century history books | Category:Chinese history book stubs | Category:History books about the Northern and Southern dynasties | Category:Liu Song dynasty | Category:Northern and Southern dynasties literature | Category:Sixteen Kingdoms | Category:Twenty-Four Histories,Chinese,400,📚,32.0617,118.7778
Category:History books by century,Category:5th-century history books,1614126,Book of the Later Han,https://en.wikipedia.org/?curid=1614126,Category:5th-century Chinese books | Category:5th-century history books | Category:History books about the Han dynasty | Category:Liu Song dynasty | Category:Twenty-Four Histories,Chinese,400,📚,32.0617,118.7778
Category:History books by century,Category:5th-century history books,69359129,Buzandaran Patmutiwnk,https://en.wikipedia.org/?curid=69359129,Category:5th-century history books | Category:History books about Armenia,Armenia,400,📕,40.1792,44.4991
Category:History books by century,Category:5th-century history books,981122,Mahāvaṃsa,https://en.wikipedia.org/?curid=981122,Category:5th-century history books | Category:Anuradhapura period | Category:Buddhist poetry | Category:History of Buddhism in Sri Lanka | Category:Memory of the World Register in Sri Lanka | Category:Pali Buddhist texts | Category:Sri Lankan Buddhist texts | Category:Sri Lankan chronicles | Category:Texts about the history of Buddhism,Sri Lanka,400,📜,8.3350,80.4100
Category:History books by century,Category:6th-century history books,26079216,Anonymus Valesianus,https://en.wikipedia.org/?curid=26079216,Category:1636 books | Category:4th-century books in Latin | Category:4th-century writers in Latin | Category:6th-century Italian writers | Category:6th-century books in Latin | Category:6th-century history books | Category:6th-century writers in Latin | Category:9th-century manuscripts | Category:Constantine the Great | Category:Italian chronicles | Category:Latin historians | Category:Ostrogothic Kingdom | Category:Theodoric the Great | Category:Works of unknown authorship,Italian,1636,📜,44.4949,11.3426
Category:History books by century,Category:6th-century history books,5514823,Book of Qi,https://en.wikipedia.org/?curid=5514823,Category:6th-century Chinese books | Category:6th-century history books | Category:Chinese history book stubs | Category:History books about the Northern and Southern dynasties | Category:Northern and Southern dynasties literature | Category:Southern Qi | Category:Twenty-Four Histories,Chinese,500,📚,32.0617,118.7778
Category:History books by century,Category:6th-century history books,2176704,Book of Wei,https://en.wikipedia.org/?curid=2176704,Category:6th-century Chinese books | Category:6th-century history books | Category:History books about the Northern and Southern dynasties | Category:Northern Wei | Category:Northern and Southern dynasties literature | Category:Sixteen Kingdoms | Category:Twenty-Four Histories,Chinese,500,📚,36.0993,114.4877
Category:History books by century,Category:6th-century history books,4398570,De Excidio et Conquestu Britanniae,https://en.wikipedia.org/?curid=4398570,Category:5th century in England | Category:6th century in England | Category:6th-century books in Latin | Category:6th-century history books | Category:Anglo-Saxon historiography | Category:Arthurian literature in Latin | Category:Medieval historical texts in Latin | Category:Sub-Roman Britain,England,500,📜,51.6214,-3.9436
Category:History books by century,Category:6th-century history books,70871788,Euthymiac History,https://en.wikipedia.org/?curid=70871788,Category:6th-century Christian texts | Category:6th-century history books | Category:7th-century Christian texts | Category:7th-century history books | Category:8th-century Christian texts | Category:8th-century history books | Category:Assumption of Mary | Category:Greek-language books | Category:History books about Christianity | Category:Lost Christian texts | Category:Lost books,Greek,500,📜,31.7790,35.2879
Category:History books by century,Category:6th-century history books,5141193,Romana (Jordanes),https://en.wikipedia.org/?curid=5141193,Category:6th-century books in Latin | Category:6th-century history books | Category:Byzantine literature | Category:Medieval historical texts in Latin,Byzantine,500,📜,41.0082,28.9784
Category:History books by century,Category:6th-century history books,11595620,Spring and Autumn Annals of the Sixteen Kingdoms,https://en.wikipedia.org/?curid=11595620,Category:6th-century history books | Category:Chinese history book stubs | Category:Chinese history texts | Category:Historiography of China | Category:History books about the Jin dynasty (266–420) | Category:Sixteen Kingdoms,China,500,📜,34.6197,112.4540
Category:History books by century,Category:7th-century history books,7627860,Book of Chen,https://en.wikipedia.org/?curid=7627860,Category:7th-century Chinese books | Category:7th-century history books | Category:Chen dynasty | Category:History books about the Northern and Southern dynasties | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,3280825,Book of Jin,https://en.wikipedia.org/?curid=3280825,Category:7th-century Chinese books | Category:7th-century history books | Category:History books about the Jin dynasty (266–420) | Category:Sixteen Kingdoms | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,1812048,Book of Liang,https://en.wikipedia.org/?curid=1812048,Category:7th-century Chinese books | Category:7th-century history books | Category:History books about the Northern and Southern dynasties | Category:Liang dynasty | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,7251850,Book of Northern Qi,https://en.wikipedia.org/?curid=7251850,Category:7th-century Chinese books | Category:7th-century history books | Category:Chinese history book stubs | Category:History books about the Northern and Southern dynasties | Category:Northern Qi | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,4184143,Book of Sui,https://en.wikipedia.org/?curid=4184143,Category:7th-century Chinese books | Category:7th-century history books | Category:History books about the Sui dynasty | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,7627815,Book of Zhou,https://en.wikipedia.org/?curid=7627815,Category:7th-century Chinese books | Category:7th-century history books | Category:Chinese history book stubs | Category:History books about the Northern and Southern dynasties | Category:Northern Zhou | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,1906640,Chronicon Paschale,https://en.wikipedia.org/?curid=1906640,Category:7th-century history books | Category:Byzantine literature | Category:Chronicles containing universal histories in Greek | Category:Medieval Greek chronicles about the Byzantine Empire,Greek,600,📚,41.0082,28.9784
Category:History books by century,Category:7th-century history books,5169117,History of the Northern Dynasties,https://en.wikipedia.org/?curid=5169117,Category:7th-century Chinese books | Category:7th-century history books | Category:Chinese history book stubs | Category:History books about the Northern and Southern dynasties | Category:History books about the Sui dynasty | Category:Northern Qi | Category:Northern Wei | Category:Northern Zhou | Category:Sixteen Kingdoms | Category:Sui dynasty | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,5178571,History of the Southern Dynasties,https://en.wikipedia.org/?curid=5178571,Category:7th-century Chinese books | Category:7th-century history books | Category:Chen dynasty | Category:Chinese history book stubs | Category:History books about the Northern and Southern dynasties | Category:Liang dynasty | Category:Liu Song dynasty | Category:Southern Qi | Category:Tang dynasty literature | Category:Twenty-Four Histories,Chinese,600,📚,34.3416,108.9398
Category:History books by century,Category:7th-century history books,21127189,Iki no Hakatoko no Sho,https://en.wikipedia.org/?curid=21127189,Category:7th-century Japanese books | Category:7th-century history books | Category:Asuka period | Category:Old Japanese texts,Japanese,600,📜,34.4833,135.8167
Category:History books by century,Category:7th-century history books,14610496,Kokki,https://en.wikipedia.org/?curid=14610496,Category:7th-century Japanese books | Category:7th-century history books | Category:Asuka period | Category:Lost books | Category:Old Japanese texts,Japanese,600,📜,34.4833,135.8167
Category:History books by century,Category:7th-century history books,15056818,Kyūji,https://en.wikipedia.org/?curid=15056818,Category:7th-century Japanese books | Category:7th-century history books | Category:Asuka period | Category:Old Japanese texts | Category:Shinto texts,Japanese,600,📜,34.4833,135.8167
Category:History books by century,Category:7th-century history books,20935619,Mah farvardin Ruz khordad,https://en.wikipedia.org/?curid=20935619,Category:7th century in Iran | Category:7th-century history books | Category:History books about Iran | Category:Iranian history stubs | Category:Middle Eastern history book stubs | Category:Middle Persian literature,Iran,600,📕,33.0956,44.5808
Category:History books by century,Category:7th-century history books,14640137,Teiki,https://en.wikipedia.org/?curid=14640137,Category:7th-century Japanese books | Category:7th-century history books | Category:Asuka period | Category:Old Japanese texts,Japanese,600,📜,34.4833,135.8167
Category:History books by century,Category:7th-century history books,14716355,Tennōki,https://en.wikipedia.org/?curid=14716355,Category:7th-century Japanese books | Category:7th-century history books | Category:Asuka period | Category:Lost books | Category:Old Japanese texts,Japanese,600,📜,34.4833,135.8167
Category:History books by century,Category:8th-century history books,3416803,Chach Nama,https://en.wikipedia.org/?curid=3416803,Category:8th-century Arabic-language books | Category:8th-century Indian books | Category:8th-century history books | Category:Chach Nama | Category:Historiography of India | Category:History of Sindh | Category:Medieval Hinduism | Category:Military history of the Umayyad Caliphate | Category:Persian literature | Category:Sindhology,India,700,📕,29.2394,71.0458
Category:History books by century,Category:8th-century history books,8726246,Chronicle of 754,https://en.wikipedia.org/?curid=8726246,Category:754 | Category:8th century in al-Andalus | Category:8th-century books in Latin | Category:8th-century history books | Category:Christian texts of the medieval Islamic world | Category:Christianity in al-Andalus | Category:Italian chronicles | Category:Mozarabs,Italian,700,📜,37.9922,-1.1307
Category:History books by century,Category:8th-century history books,956897,Ecclesiastical History of the English People,https://en.wikipedia.org/?curid=956897,Category:8th-century Christian texts | Category:8th-century books in Latin | Category:8th-century history books | Category:Anglo-Saxon historiography | Category:History of Christianity texts | Category:Medieval historical texts in Latin | Category:Sources on Germanic paganism | Category:Texts of Anglo-Saxon England in Latin | Category:Works by Bede,England,700,📜,54.9802,-1.4841
Category:History books by century,Category:8th-century history books,11615475,Jingxingji,https://en.wikipedia.org/?curid=11615475,Category:8th-century Chinese books | Category:8th-century history books | Category:Chinese history book stubs | Category:Chinese history texts | Category:Tang dynasty literature,Chinese,700,📜,23.1291,113.2644
