root_category,found_in_category,pageid,title,url,categories,matched_keyword,date,marker,latitude,longitude
Category:20th-century books,Category:1900s books,4673348,Bookman list of bestselling novels in the United States in the 1900s,https://en.wikipedia.org/?curid=4673348,Category:1900s books | Category:1900s in the United States | Category:Publishers Weekly bestselling novels series,United States,1900,📚,40.712800,-74.006000
Category:20th-century books,Category:1900s books,15152368,Botany of the Faeroes,https://en.wikipedia.org/?curid=15152368,Category:1900s books | Category:Botany in Europe | Category:Danish non-fiction books | Category:Flora of the Faroe Islands | Category:Florae (publication),Danish,1900,📕,55.676100,12.568300
Category:20th-century books,Category:1900s books,47486823,"Gazetteer of the Persian Gulf, Oman and Central Arabia",https://en.wikipedia.org/?curid=47486823,Category:1900s books | Category:1910s books | Category:20th-century encyclopedias | Category:Area studies encyclopedias | Category:Asian encyclopedias | Category:Books about the Middle East | Category:Gazetteers,Persian,1900,📕,22.572646,88.363895
Category:20th-century books,Category:1910s books,15061649,The Botany of Iceland,https://en.wikipedia.org/?curid=15061649,Category:1910s books | Category:1920s books | Category:1930s books | Category:1940s books | Category:Books about Iceland | Category:Botany in Europe | Category:Flora of Iceland | Category:Florae (publication),Iceland,1910,📕,55.676100,12.568300
Category:20th-century books,Category:1910s books,4674954,Publishers Weekly list of bestselling novels in the United States in the 1910s,https://en.wikipedia.org/?curid=4674954,Category:1910s books | Category:1910s in the United States | Category:Publishers Weekly bestselling novels series,United States,1910,📚,40.712800,-74.006000
Category:20th-century books,Category:1920s books,43586427,Le livre des mille nuits et une nuit,https://en.wikipedia.org/?curid=43586427,Category:1920s books | Category:1930s books | Category:Book series introduced in 1926 | Category:French-language works | Category:One Thousand and One Nights | Category:Translations into French,French,1920,📚,48.856600,2.352200
Category:20th-century books,Category:1920s books,27257462,Mozg Armii,https://en.wikipedia.org/?curid=27257462,Category:1920s books | Category:Military books | Category:Military of the Soviet Union | Category:Military strategy books | Category:Military theory,Soviet Union,1920,📕,55.755826,37.617300
Category:20th-century books,Category:1920s books,4675084,Publishers Weekly list of bestselling novels in the United States in the 1920s,https://en.wikipedia.org/?curid=4675084,Category:1920s books | Category:1920s in the United States | Category:Publishers Weekly bestselling novels series,United States,1920,📚,40.712800,-74.006000
Category:20th-century books,Category:20th-century Arabic-language books,68898820,Abu Mashari Faraki,https://en.wikipedia.org/?curid=68898820,Category:20th-century Arabic-language books | Category:Objects used for divination,Arabic,1900,📕,28.613939,77.209021
Category:20th-century books,Category:20th-century Arabic-language books,33875509,Al-Ghadir,https://en.wikipedia.org/?curid=33875509,Category:20th-century Arabic-language books | Category:Books about Islam | Category:Iranian books | Category:Shia theology books | Category:Urdu-language books,Arabic,1900,📕,32.025940,44.346250
Category:20th-century books,Category:20th-century Arabic-language books,73742960,Kawkab al-durriya li-akhbar Ifriqiya,https://en.wikipedia.org/?curid=73742960,Category:20th-century Arabic-language books | Category:Arabic non-fiction books | Category:Islamic texts | Category:Swahili literature,Arabic,1900,📜,-2.111170,41.061420
Category:20th-century books,Category:20th-century Arabic-language books,38364580,Al-Sahih Men Sirat Al-Nabi Al-Azam,https://en.wikipedia.org/?curid=38364580,Category:20th-century Arabic-language books | Category:Biographies of Muhammad | Category:Shia theology books,Arabic,1900,📕,34.641576,50.874603
Category:20th-century books,Category:20th-century Arabic-language books,3104130,Tafsir al-Mizan,https://en.wikipedia.org/?curid=3104130,Category:20th-century Arabic-language books | Category:Books by Muhammad Husayn Tabatabai | Category:Shia literature | Category:Shia tafsir,Arabic,1900,📕,34.641576,50.874603
Category:20th-century books,Category:20th-century books in Latin,47263698,Dictionnaire illustré latin-français,https://en.wikipedia.org/?curid=47263698,Category:20th-century books in Latin | Category:French bilingual dictionaries | Category:Latin dictionaries,French,1900,📕,48.856613,2.352222
Category:20th-century books,Category:20th-century books in Latin,19701580,Lexicon Mediae et Infimae Latinitatis Polonorum,https://en.wikipedia.org/?curid=19701580,Category:20th-century books in Latin | Category:Cultural history of Poland | Category:Latin dictionaries | Category:Medieval texts in Latin | Category:Research projects,Poland,1900,📜,50.064650,19.944980
Category:20th-century books,Category:20th-century non-fiction books,80869757,Probabilities and Potential,https://en.wikipedia.org/?curid=80869757,Category:20th-century non-fiction books | Category:Collaborative non-fiction books | Category:French-language non-fiction books | Category:Mathematics textbooks | Category:Probability books | Category:Éditions Hermann books,French,1900,📜,48.856613,2.352222
Category:British cookbooks by century,Category:14th-century English cookbooks,239788,The Forme of Cury,https://en.wikipedia.org/?curid=239788,Category:14th-century English cookbooks | Category:14th-century manuscripts | Category:English non-fiction books | Category:History of English cuisine | Category:Medieval cookbooks | Category:Middle English literature | Category:Richard II of England,England,1300,📜,51.499479,-0.124809
Category:British cookbooks by century,Category:17th-century English cookbooks,37109927,The Accomplisht Cook,https://en.wikipedia.org/?curid=37109927,Category:1660 in England | Category:1660 non-fiction books | Category:1665 non-fiction books | Category:1671 non-fiction books | Category:1678 non-fiction books | Category:1685 non-fiction books | Category:17th-century English cookbooks | Category:English cuisine | Category:Illustrated books,England,1660,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:17th-century English cookbooks,79532390,Acetaria: A Discourse of Sallets,https://en.wikipedia.org/?curid=79532390,Category:1699 non-fiction books | Category:17th-century English cookbooks | Category:Books about Christian vegetarianism | Category:Books about food and drink | Category:Books about health | Category:Books by John Evelyn | Category:English cuisine | Category:English non-fiction books | Category:English-language non-fiction books | Category:Philosophy books | Category:Treatises | Category:Vegetarian cookbooks | Category:Vegetarianism in the United Kingdom | Category:Works about horticulture,United Kingdom,1699,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:17th-century English cookbooks,12641929,The Closet Opened,https://en.wikipedia.org/?curid=12641929,Category:1669 in England | Category:1669 non-fiction books | Category:1671 non-fiction books | Category:1677 non-fiction books | Category:17th-century English cookbooks | Category:1910 non-fiction books | Category:1967 non-fiction books | Category:1997 non-fiction books,England,1669,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:17th-century English cookbooks,49371866,The Queen-Like Closet,https://en.wikipedia.org/?curid=49371866,Category:1670 in England | Category:1670 non-fiction books | Category:1672 non-fiction books | Category:1674 non-fiction books | Category:1675 non-fiction books | Category:1681 non-fiction books | Category:1684 non-fiction books | Category:17th-century English cookbooks | Category:English cuisine | Category:English non-fiction books | Category:Illustrated books,England,1670,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:18th-century British cookbooks,2132778,The Art of Cookery Made Plain and Easy,https://en.wikipedia.org/?curid=2132778,Category:1747 non-fiction books | Category:18th-century British cookbooks | Category:Books involved in plagiarism controversies | Category:Curry in the United Kingdom | Category:English non-fiction books | Category:History of British cuisine | Category:Self-published books,United Kingdom,1747,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:18th-century British cookbooks,8329549,The Compleat Housewife,https://en.wikipedia.org/?curid=8329549,Category:1720s in London | Category:1727 non-fiction books | Category:18th-century British cookbooks | Category:Books involved in plagiarism controversies | Category:Catering education in the United Kingdom | Category:English cuisine | Category:English non-fiction books | Category:Ketchup,United Kingdom,1720,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:18th-century British cookbooks,46267671,The Housekeeper's Instructor,https://en.wikipedia.org/?curid=46267671,Category:1790 books | Category:18th-century British cookbooks | Category:Catering education in the United Kingdom | Category:English cuisine,United Kingdom,1790,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:19th-century British cookbooks,56270341,The Complete Indian Housekeeper and Cook,https://en.wikipedia.org/?curid=56270341,Category:1888 non-fiction books | Category:19th-century British cookbooks | Category:Books about British India,India,1888,📕,55.953346,-3.188375
Category:British cookbooks by century,Category:19th-century British cookbooks,46269126,Modern Cookery for Private Families,https://en.wikipedia.org/?curid=46269126,Category:1845 books | Category:19th-century British cookbooks | Category:Catering education in the United Kingdom | Category:History of English cuisine,United Kingdom,1845,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:19th-century British cookbooks,596166,Mrs. Beeton's Book of Household Management,https://en.wikipedia.org/?curid=596166,Category:1861 non-fiction books | Category:19th-century British cookbooks | Category:Books involved in plagiarism controversies | Category:Catering education in the United Kingdom,United Kingdom,1861,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:19th-century British cookbooks,28060576,A New System of Domestic Cookery,https://en.wikipedia.org/?curid=28060576,Category:1806 non-fiction books | Category:19th-century British cookbooks | Category:Catering education in the United Kingdom | Category:History of British cuisine | Category:John Murray (publishing house) books,United Kingdom,1806,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:19th-century British cookbooks,61282803,Vegetable Cookery,https://en.wikipedia.org/?curid=61282803,Category:1812 non-fiction books | Category:19th-century British cookbooks | Category:English cuisine | Category:English non-fiction books | Category:English-language non-fiction books | Category:Literature first published in serial form | Category:Vegetarian cookbooks | Category:Vegetarianism in the United Kingdom | Category:Works published anonymously,United Kingdom,1812,📕,53.487523,-2.290126
Category:British cookbooks by century,Category:20th-century British cookbooks,44627338,The Cookery Book of Lady Clark of Tillypronie,https://en.wikipedia.org/?curid=44627338,Category:1909 non-fiction books | Category:20th-century British cookbooks | Category:Scottish non-fiction books | Category:Victorian era,Scottish,1909,📕,51.507445,-0.127765
Category:British cookbooks by century,Category:20th-century British cookbooks,79571741,The Apsley Cookery Book,https://en.wikipedia.org/?curid=79571741,Category:1905 non-fiction books | Category:20th-century British cookbooks | Category:English cuisine | Category:Vegetarian cookbooks | Category:Vegetarianism in the United Kingdom,United Kingdom,1905,📕,51.507445,-0.127765
Category:Nepalese books by century,Category:20th-century Nepalese books,65521247,Makaiko Kheti,https://en.wikipedia.org/?curid=65521247,Category:1920 books | Category:20th-century Nepalese books | Category:Censored books | Category:Lost books | Category:Nepalese books | Category:Nepali-language books | Category:Rana dynasty,Nepalese,1920,📕,27.717200,85.324000
Category:Nepalese books by century,Category:20th-century Nepalese books,11850804,Muna Madan,https://en.wikipedia.org/?curid=11850804,Category:1936 poems | Category:20th-century Nepalese books | Category:Books by Laxmi Prasad Devkota | Category:Culture of Nepal | Category:Epic poems in Nepali | Category:Love poems | Category:Nepalese books | Category:Nepalese epics | Category:Nepali-language books | Category:Tibet in fiction,Nepal,1900,📕,27.717200,85.324000
Category:Nepalese books by century,Category:20th-century Nepalese books,69356772,Naya Sadak Ko Geet,https://en.wikipedia.org/?curid=69356772,Category:1961 short story collections | Category:20th-century Nepalese books | Category:Madan Puraskar–winning works | Category:Nepalese books | Category:Nepalese short story collections | Category:Nepali short story collections | Category:Nepali-language books,Nepalese,1900,📚,27.704172,85.306652
Category:Nepalese books by century,Category:20th-century Nepalese books,69250301,Nepali Lok Katha,https://en.wikipedia.org/?curid=69250301,Category:20th-century Nepalese books | Category:Collections of fairy tales | Category:Culture of Nepal | Category:Nepalese books | Category:Nepalese folklore | Category:Nepalese short story collections | Category:Nepali short story collections | Category:Nepali-language books,Nepal,1900,📚,27.717200,85.324000
Category:Nepalese books by century,Category:20th-century Nepalese books,69493109,Prithviraj Chauhan (epic),https://en.wikipedia.org/?curid=69493109,Category:1992 poems | Category:20th-century Nepalese books | Category:Books by Laxmi Prasad Devkota | Category:Epic poems in Nepali | Category:Nepalese epics | Category:Sajha Puraskar–winning works,Nepalese,1900,📕,27.717200,85.324000
Category:Nepalese books by century,Category:20th-century Nepalese books,60792059,Shakuntala (epic),https://en.wikipedia.org/?curid=60792059,Category:1945 poems | Category:20th-century Nepalese books | Category:Epic poems in Nepali | Category:Nepalese books | Category:Nepalese epics | Category:Nepali-language books | Category:Works based on Shakuntala (play) | Category:Works based on the Mahabharata,Nepalese,1900,📕,27.717200,85.324000
Category:Nepalese books by century,Category:20th-century Nepalese books,69266984,Tarun Tapasi,https://en.wikipedia.org/?curid=69266984,Category:20th-century Nepalese books | Category:Epic poems in Nepali | Category:Nepalese books | Category:Nepalese epics,Nepalese,1900,📕,27.717200,85.324000
Category:New World manuscripts,Category:Maya codices,10000001,Dresden Codex,https://en.wikipedia.org/wiki/Dresden_Codex,Category:Maya codices | Category:Maya manuscripts | Category:Pre-Columbian literature | Category:Books written in the Americas,Maya,1200,📜,20.6843,-88.5678
Category:New World manuscripts,Category:Maya codices,10000002,Madrid Codex,https://en.wikipedia.org/wiki/Madrid_Codex_(Maya),Category:Maya codices | Category:Maya manuscripts | Category:Pre-Columbian literature | Category:Books written in the Americas,Maya,1450,📜,20.6296,-89.4661
Category:New World manuscripts,Category:Maya codices,10000003,Paris Codex,https://en.wikipedia.org/wiki/Paris_Codex,Category:Maya codices | Category:Maya manuscripts | Category:Pre-Columbian literature | Category:Books written in the Americas,Maya,1450,📜,20.6296,-89.4661
Category:New World manuscripts,Category:Maya codices,10000004,Maya Codex of Mexico,https://en.wikipedia.org/wiki/Maya_Codex_of_Mexico,Category:Maya codices | Category:Maya manuscripts | Category:Pre-Columbian literature | Category:Books written in the Americas,Maya,1200,📜,17.4600,-91.4200
Category:New World manuscripts,Category:Central Mexican codices,10000005,Codex Borgia,https://en.wikipedia.org/wiki/Codex_Borgia,Category:Aztec codices | Category:Mesoamerican codices | Category:Pre-Columbian literature | Category:Books written in the Americas,Mexica,1500,📜,19.0643,-98.3035
Category:New World manuscripts,Category:Central Mexican codices,10000006,Codex Borbonicus,https://en.wikipedia.org/wiki/Codex_Borbonicus,Category:Aztec codices | Category:Mesoamerican codices | Category:Books written in the Americas,Mexica,1520,📜,19.4326,-99.1332
Category:New World manuscripts,Category:Central Mexican codices,10000007,Boturini Codex,https://en.wikipedia.org/wiki/Boturini_Codex,Category:Aztec codices | Category:Mesoamerican codices | Category:Migration histories | Category:Books written in the Americas,Mexica,1530,📜,19.4326,-99.1332
Category:New World manuscripts,Category:Colonial Nahua works,10000008,Codex Mendoza,https://en.wikipedia.org/wiki/Codex_Mendoza,Category:Aztec codices | Category:Colonial manuscripts | Category:Books written in the Americas,Mexico,1542,📚,19.4527,-99.1377
Category:New World manuscripts,Category:Colonial Nahua works,10000009,Florentine Codex,https://en.wikipedia.org/wiki/Florentine_Codex,Category:Aztec codices | Category:Ethnographic literature | Category:Colonial manuscripts | Category:Books written in the Americas,Nahua,1577,📚,19.4527,-99.1377
Category:New World manuscripts,Category:Mixtec codices,10000010,Codex Zouche-Nuttall,https://en.wikipedia.org/wiki/Codex_Zouche-Nuttall,Category:Mixtec codices | Category:Mesoamerican codices | Category:Pre-Columbian literature | Category:Books written in the Americas,Mixtec,1450,📜,17.2536,-97.3756
Category:New World manuscripts,Category:Mixtec codices,10000011,Codex Vindobonensis Mexicanus 1,https://en.wikipedia.org/wiki/Codex_Vindobonensis,Category:Mixtec codices | Category:Mesoamerican codices | Category:Pre-Columbian literature | Category:Books written in the Americas,Mixtec,1450,📜,17.2536,-97.3756
Category:New World manuscripts,Category:Maya colonial literature,10000012,Popol Vuh,https://en.wikipedia.org/wiki/Popol_Vuh,Category:Maya literature | Category:Mythological texts | Category:Colonial manuscripts | Category:Books written in the Americas,Kʼicheʼ Maya,1700,📚,14.9433,-91.1114
Category:New World manuscripts,Category:Maya colonial literature,10000013,Books of Chilam Balam,https://en.wikipedia.org/wiki/Chilam_Balam,Category:Maya literature | Category:Yucatec Maya literature | Category:Colonial manuscripts | Category:Books written in the Americas,Yucatán,1750,📚,20.4306,-89.3270
Category:New World manuscripts,Category:Maya colonial literature,10000014,Rabinal Achí,https://en.wikipedia.org/wiki/Rabinal_Ach%C3%AD,Category:Maya literature | Category:Drama | Category:Colonial manuscripts | Category:Books written in the Americas,Guatemala,1600,🎭,15.0874,-90.4951
Category:New World manuscripts,Category:Andean manuscripts,10000015,Huarochirí Manuscript,https://en.wikipedia.org/wiki/Huarochir%C3%AD_Manuscript,Category:Andean literature | Category:Quechua literature | Category:Colonial manuscripts | Category:Books written in the Americas,Quechua,1608,📚,-11.8419,-76.3839
Category:Inka trådar,Category:Quipu,1,Puruchuco Quipu,https://en.wikipedia.org/wiki/Puruchuco,,Administration,1532,🧶,-12.047500,-76.933889
Category:Inka trådar,Category:Quipu,2,Santa Valley Quipus,https://en.wikipedia.org/wiki/Santa_Valley_quipus,,Decipherment,1670,🧶,-8.988060,-78.614170
Category:Inka trådar,Category:Quipu,3,Collata Rebellion Quipus,https://seas.harvard.edu/news/reading-between-lines,,Narrative text,1783,🧶,-11.696770,-76.679920
Category:Inka trådar,Category:Quipu,4,Berlin Museum Quipu Collection,https://en.wikipedia.org/wiki/Quipu,,Museum collection,1532,🧶,-10.000000,-77.000000
Category:Inka trådar,Category:Quipu,5,Pachacamac Quipus,https://en.wikipedia.org/wiki/Pachacamac,,Ritual economy,1532,🧶,-12.256670,-76.900280
Category:Stone inscriptions of the New World,Category:Maya inscriptions,1,Hieroglyphic Stairway of Copán,https://en.wikipedia.org/wiki/Cop%C3%A1n,,Dynastic history,755,🗿,14.840000,-89.140000
Category:Stone inscriptions of the New World,Category:Maya inscriptions,2,Temple of the Inscriptions,https://en.wikipedia.org/wiki/Temple_of_the_Inscriptions,,Pakal,683,🗿,17.484900,-92.046000
Category:Stone inscriptions of the New World,Category:Zapotec inscriptions,3,Building J Inscriptions,https://en.wikipedia.org/wiki/Monte_Alb%C3%A1n,,Conquest texts,100,🗿,17.043200,-96.767500
Category:Stone inscriptions of the New World,Category:Maya inscriptions,4,Stela D of Quiriguá,https://en.wikipedia.org/wiki/Quirigu%C3%A1,,Quiriguá,766,🗿,15.268900,-89.040800
Category:History books by century,Category:20th-century history books,58715,1066 and All That,https://en.wikipedia.org/?curid=58715,"Category:1066 in England | Category:1930 books | Category:1935 musicals | Category:20th-century history books | Category:Books adapted into plays | Category:British musicals | Category:Cultural depictions of Alfred the Great | Category:Cultural depictions of Henry III of England | Category:Cultural depictions of Henry IV of England | Category:Cultural depictions of John, King of England | Category:Cultural depictions of Mary I of England | Category:Cultural depictions of Richard I of England | Category:Cultural depictions of Saladin | Category:Depictions of Julius Caesar in literature | Category:History books about the United Kingdom | Category:Methuen Publishing books | Category:Parody history books | Category:Works originally published in Punch (magazine)",United Kingdom,1930,📕,54.224688,-1.753312
Category:History books by century,Category:20th-century history books,24773240,"1587, a Year of No Significance",https://en.wikipedia.org/?curid=24773240,Category:1587 in China | Category:1981 non-fiction books | Category:20th-century history books | Category:History books about the Ming dynasty | Category:Yale University Press books,China,1981,📕,36.79871,98.769583
Category:History books by century,Category:20th-century history books,43135295,1940: Myth and Reality,https://en.wikipedia.org/?curid=43135295,Category:1990 non-fiction books | Category:20th-century history books | Category:History books about World War II | Category:History books about the United Kingdom,United Kingdom,1990,📕,54.224688,-1.753312
Category:History books by century,Category:20th-century history books,33992491,The Age of Capital: 1848–1875,https://en.wikipedia.org/?curid=33992491,Category:1975 non-fiction books | Category:20th-century history books | Category:Books about imperialism | Category:Books by Eric Hobsbawm | Category:Charles Scribner's Sons books | Category:Economic history stubs | Category:Economics and finance book stubs | Category:European history book stubs | Category:History books about Europe | Category:History books about revolutions | Category:History books about the 19th century | Category:History books about the United Kingdom | Category:History books about the Victorian era | Category:History of science book stubs | Category:Political science book stubs | Category:Weidenfeld & Nicolson books,United Kingdom,1975,📕,54.224688,-1.753312
Category:History books by century,Category:20th-century history books,79790051,The Age of Jackson,https://en.wikipedia.org/?curid=79790051,Category:1945 non-fiction books | Category:20th-century history books | Category:History books about the United States | Category:Pulitzer Prize for History–winning works,United States,1945,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,16916132,The Age of Revolution: Europe 1789–1848,https://en.wikipedia.org/?curid=16916132,Category:1962 non-fiction books | Category:20th-century history books | Category:Books by Eric Hobsbawm | Category:History books about Europe | Category:History books about revolutions | Category:History books about the 19th century | Category:History books about the United Kingdom | Category:Weidenfeld & Nicolson books,United Kingdom,1962,📕,54.224688,-1.753312
Category:History books by century,Category:20th-century history books,34401211,America in the King Years,https://en.wikipedia.org/?curid=34401211,Category:1988 non-fiction books | Category:1998 non-fiction books | Category:2006 non-fiction books | Category:20th-century history books | Category:American biographies | Category:Books about activists | Category:History books about the United States | Category:Multi-volume biographies | Category:Non-fiction books about the civil rights movement | Category:Series of history books | Category:Simon & Schuster books | Category:Works about Martin Luther King Jr.,United States,1988,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,3144317,The American Pageant,https://en.wikipedia.org/?curid=3144317,Category:1956 non-fiction books | Category:20th-century history books | Category:English-language non-fiction books | Category:History books about the United States | Category:History textbooks,United States,1956,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,1210875,The American Political Tradition,https://en.wikipedia.org/?curid=1210875,Category:1948 non-fiction books | Category:20th-century history books | Category:Alfred A. Knopf books | Category:American history books | Category:American political books | Category:American politician book stubs | Category:Books about American politicians | Category:Books about ideologies | Category:History books about the United States | Category:Jacksonian democracy,United States,1948,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,12951844,Ancestors: 900 Years in the Life of a Chinese Family,https://en.wikipedia.org/?curid=12951844,Category:1988 non-fiction books | Category:20th-century history books | Category:History books about China,China,1988,📕,36.79871,98.769583
Category:History books by century,Category:20th-century history books,30456429,And the Band Played On,https://en.wikipedia.org/?curid=30456429,Category:1980s LGBTQ literature | Category:1987 non-fiction books | Category:20th-century history books | Category:American history books | Category:American political books | Category:Books by Randy Shilts | Category:English-language non-fiction books | Category:History books about HIV/AIDS | Category:History books about politics | Category:Investigative journalism | Category:LGBTQ literature in the United States | Category:Non-fiction books adapted into films | Category:Sociology books | Category:St. Martin's Press books | Category:Stonewall Book Award–winning works,United States,1980,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,28740978,Arbeiderbevegelsens historie i Norge,https://en.wikipedia.org/?curid=28740978,Category:1985 non-fiction books | Category:1987 non-fiction books | Category:1988 non-fiction books | Category:1990 non-fiction books | Category:20th-century history books | Category:Books about economic history | Category:Books about labor history | Category:History books about Norway | Category:History books about politics | Category:Labor stubs | Category:Norway stubs | Category:Norwegian books | Category:Social science book stubs | Category:Socialism in Norway | Category:Tiden Norsk Forlag books,Norway,1985,📕,61.0,8.0
Category:History books by century,Category:20th-century history books,329776,The Armada (book),https://en.wikipedia.org/?curid=329776,Category:1959 non-fiction books | Category:20th-century history books | Category:Books about military history | Category:British history book stubs | Category:English history stubs | Category:European history book stubs | Category:History books about England | Category:History books about Spain | Category:History books about the 16th century | Category:Military history book stubs | Category:Navy stubs | Category:Pulitzer Prize-winning works | Category:Spanish history stubs | Category:Spanish military stubs,Spain,1959,📕,39.917913,-3.519968
Category:History books by century,Category:20th-century history books,2662932,Bangladesh: A Legacy of Blood,https://en.wikipedia.org/?curid=2662932,Category:1986 non-fiction books | Category:20th-century history books | Category:Books about Sheikh Mujibur Rahman | Category:English-language non-fiction books | Category:History books about Bangladesh,Bangladesh,1986,📕,23.563937,89.876239
Category:History books by century,Category:20th-century history books,18922697,Battle Cry of Freedom: The Civil War Era,https://en.wikipedia.org/?curid=18922697,Category:1988 non-fiction books | Category:20th-century history books | Category:History books about the American Civil War | Category:Oxford University Press books | Category:Pulitzer Prize for History–winning works,American,1988,📕,40.103633,-108.222075
Category:History books by century,Category:20th-century history books,30324028,Battle Hymn of China,https://en.wikipedia.org/?curid=30324028,Category:1944 non-fiction books | Category:20th-century history books | Category:Alfred A. Knopf books | Category:Biographical books | Category:Books about communism | Category:History books about China | Category:History books about Japan | Category:History books about World War II | Category:History books about the Second Sino-Japanese War | Category:Second Sino-Japanese War | Category:Victor Gollancz Ltd books | Category:Works by Agnes Smedley,China,1944,📕,36.79871,98.769583
Category:History books by century,Category:20th-century history books,28344042,The Battlefields of England,https://en.wikipedia.org/?curid=28344042,Category:1950 non-fiction books | Category:1996 non-fiction books | Category:20th-century history books | Category:British history book stubs | Category:English history stubs | Category:History books about England | Category:History books about wars | Category:Methuen Publishing books | Category:Military history book stubs,England,1950,📕,53.13,-1.38
Category:History books by century,Category:20th-century history books,37870015,Been in the Storm So Long,https://en.wikipedia.org/?curid=37870015,Category:1979 non-fiction books | Category:20th-century history books | Category:Alfred A. Knopf books | Category:Books about African-American history | Category:Pulitzer Prize for History–winning works | Category:Reconstruction era | Category:United States history book stubs,United States,1979,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,76140102,"Belorussia under Soviet Rule, 1917–1957",https://en.wikipedia.org/?curid=76140102,Category:1972 non-fiction books | Category:20th-century history books | Category:American non-fiction books | Category:Books about the Russian Revolution | Category:History of Belarus | Category:University Press of Kentucky books,Belarus,1972,📕,53.706037,27.786411
Category:History books by century,Category:20th-century history books,20741100,Benevolent Assimilation (book),https://en.wikipedia.org/?curid=20741100,Category:1982 non-fiction books | Category:20th-century history books | Category:Asian history book stubs | Category:Philippines stubs | Category:Philippine–American War | Category:Yale University Press books,Philippines,1982,📕,7.603864,125.205866
Category:History books by century,Category:20th-century history books,13168399,The Betrayal of the American Right,https://en.wikipedia.org/?curid=13168399,Category:1970s non-fiction books | Category:2007 non-fiction books | Category:20th-century history books | Category:21st-century history books | Category:American political books | Category:Books about neoconservatism | Category:Books about the Cold War | Category:Books by Murray Rothbard | Category:Books published posthumously | Category:Criticism of neoconservatism | Category:English-language non-fiction books | Category:History books about the United States | Category:Non-interventionism | Category:Old Right (United States) | Category:Paleoconservative publications,United States,1970,📕,40.0,-100.0
Category:History books by century,Category:20th-century history books,69274646,The Birth of Greece,https://en.wikipedia.org/?curid=69274646,Category:1990 non-fiction books | Category:20th-century history books | Category:Découvertes Gallimard | Category:History books about ancient Greece,Greece,1990,📕,39.080457,21.806332
Category:History books by century,Category:20th-century history books,1078791,Black Athena,https://en.wikipedia.org/?curid=1078791,Category:1987 non-fiction books | Category:1991 non-fiction books | Category:2006 non-fiction books | Category:20th-century history books | Category:Afrocentrism | Category:American Book Award–winning works | Category:American non-fiction books | Category:Anti-Greek sentiment | Category:English-language non-fiction books | Category:History books about ancient Greece | Category:Pseudoarchaeological texts | Category:Rutgers University Press books,Greece,1987,📕,39.080457,21.806332
Category:History books by century,Category:20th-century history books,77206537,Black Cargoes: A History of the Atlantic Slave Trade 1518–1865,https://en.wikipedia.org/?curid=77206537,Category:1962 non-fiction books | Category:20th-century history books | Category:Christianity and slavery | Category:History of slavery | Category:Viking Press books | Category:Works about American slavery | Category:Works about the Atlantic slave trade,American,1962,📕,40.103633,-108.222075
Category:History books by century,Category:20th-century history books,3160005,Black Reconstruction in America,https://en.wikipedia.org/?curid=3160005,Category:1935 non-fiction books | Category:20th-century history books | Category:American history books | Category:Books about African-American history | Category:Books about economic history | Category:Reconstruction era | Category:Works by W. E. B. Du Bois,American,1935,📕,40.103633,-108.222075
Category:History books by century,Category:20th-century history books,631038,Braunbuch,https://en.wikipedia.org/?curid=631038,Category:1965 non-fiction books | Category:20th-century history books | Category:East German books | Category:German biographies | Category:German history book stubs | Category:History books about Nazi Germany | Category:History books about West Germany | Category:Propaganda in East Germany,Germany,1965,📕,51.431228,10.432351
Category:History books by century,Category:20th-century history books,31231866,Byzantium: The Early Centuries,https://en.wikipedia.org/?curid=31231866,Category:1989 non-fiction books | Category:20th-century history books | Category:Books by John Julius Norwich | Category:History books about the Byzantine Empire | Category:Viking Press books,Byzantine,1989,📕,41.0082,28.9784
Category:History books by century,Category:20th-century history books,833947,The Cartoon History of the Universe,https://en.wikipedia.org/?curid=833947,Category:1978 comics debuts | Category:1990 non-fiction books | Category:2009 comics endings | Category:20th-century history books | Category:American comics titles | Category:Book series | Category:Books about civilizations | Category:Comics about time travel | Category:Educational comics | Category:Harvey Award winners for Best Graphic Album of Original Work | Category:Historical comics | Category:Humor comics | Category:Non-fiction comics | Category:Universal history books,American,1990,📕,40.103633,-108.222075
